,storeid,state,type,type_dummy,associates_poh_pre,associates_poh_post,open_time_pre,population_post_dummy,competition_dummy,hours_open_post_dummy,associates_poh_post_dummy,open_time_post,close_time_pre,close_time_post,hours_open_pre,hours_open_post,population_within_5,competition_within_5,12_14_2014,12_21_2014,12_28_2014,1_4_2015,1_11_2015,1_18_2015,1_25_2015,2_1_2015,2_8_2015,2_15_2015,2_22_2015,3_1_2015,3_8_2015,3_15_2015,3_22_2015,3_29_2015,4_5_2015,4_12_2015,4_19_2015,4_26_2015,5_3_2015,5_10_2015,5_17_2015,5_24_2015,5_31_2015,6_7_2015,6_14_2015,6_21_2015,6_28_2015,7_5_2015,7_12_2015,7_19_2015,7_26_2015,8_2_2015,8_9_2015,8_16_2015,8_23_2015,8_30_2015,9_6_2015,9_13_2015,9_20_2015,9_27_2015,10_4_2015,10_11_2015,10_18_2015,10_25_2015,11_1_2015,11_8_2015,11_15_2015,11_22_2015,11_29_2015,12_6_2015,12_13_2015,12_20_2015,12_27_2015,1_3_2016,1_10_2016,1_17_2016,1_24_2016,1_31_2016,2_7_2016,2_14_2016,2_21_2016,2_28_2016,3_6_2016,3_13_2016,3_20_2016,3_27_2016,4_3_2016,4_10_2016,4_17_2016,4_24_2016,5_1_2016,5_8_2016,5_15_2016,5_22_2016,5_29_2016,6_5_2016,6_12_2016,6_19_2016,6_26_2016,7_3_2016,7_10_2016,7_17_2016,7_24_2016,7_31_2016,8_7_2016,8_14_2016,8_21_2016,8_28_2016,9_4_2016,9_11_2016,9_18_2016,9_25_2016,10_2_2016,10_9_2016,10_16_2016,10_23_2016,10_30_2016,11_6_2016,11_13_2016,11_20_2016,11_27_2016,12_4_2016,12_11_2016,12_18_2016,12_25_2016,1_1_2017,1_8_2017,1_15_2017,1_22_2017,1_29_2017,2_5_2017,2_12_2017,2_19_2017,2_26_2017,3_5_2017,3_12_2017,3_19_2017,3_26_2017,4_2_2017,avg_pre,avg_post,24_12,24_13,24_14,26_12,26_13,26_14,28_12,28_13,28_14
105,106,AZ,Standalone,1,24,24,7,298,18,14,24,7,21,21,14,14,298,18,11394,10380,9294,11697,8796,15041,11077,12174,9548,9376,11666,11013,12522,11377,11250,10822,13101,11719,11876,10730,10265,9088,9883,11379,11421,9859,9290,11656,12013,12745,10978,10744,13702,10264,12269,12439,12185,12456,10547,13455,9773,10501,10019,10624,14711,12584,18485,11517,14688,14513,14600,16516,11918,10981,9677,11137,10317,16191,11142,12224,10838,13690,13733,15151,14122,11643,14567,9832,11205,11480,11872,13955,13578,11726,13359,11732,13650,12776,13124,10883,14085,12624,10081,14430,11888,11169,14844,11583,11185,12392,10727,12119,13677,13995,11544,12037,12602,13741,15516,14384,12970,16340,16316,19113,13450,12737,12338,15513,12674,19021,11236,12342,12128,14983,16471,15146,15502,12302,12779,13820,15087,11863.738459999999,13254.875,14099.487667380252,14473.192453980251,14846.89724058025,14260.50374370425,14634.208530304253,15007.913316904252,14421.519820028252,14795.224606628251,15168.92939322825
106,107,TX,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,5,10,10700,13961,10572,12786,13455,18420,13400,16122,14768,12323,14439,13843,15486,12620,16385,15505,11179,13802,11633,14867,13500,15058,13563,12828,13041,12502,12554,12204,13327,11759,15750,11864,12392,16997,13681,14700,15354,15442,15569,14107,15671,14203,14436,13267,15849,18997,19900,12770,16656,23740,21047,17835,14333,13608,15174,16195,15214,18379,13336,13290,17269,12445,13807,16986,14457,16892,15711,12857,15386,16462,16362,14843,13903,17094,18714,15502,13376,13867,14627,13481,16514,13976,16730,13710,13484,14787,18776,16567,15737,16621,16390,18614,16075,19507,16714,19747,16995,17073,22036,18300,18503,27560,25356,23366,12243,13699,12567,18667,15692,23689,17871,19808,14940,16445,15702,20144,16162,16824,17296,17691,17319,14635.723080000002,16945.96429,18169.239059860265,18542.943846460264,18916.648633060264,18330.255136184263,18703.95992278427,19077.66470938427,18491.27121250827,18864.97599910827,19238.680785708268
107,108,IN,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,48,4,9111,7040,7502,8461,9290,8813,8576,9627,8819,9161,8584,8182,10050,8212,7136,8989,7990,8013,9016,7309,8789,8027,7385,7339,7469,10606,8609,9979,8912,9674,9705,9616,10199,8919,10819,8256,8869,8235,10709,8287,10545,9809,7993,8082,11373,12175,11906,9573,9262,14477,16566,13573,7242,9609,7565,8762,10388,12635,10085,10259,9223,8996,10112,10114,9440,11517,9514,9232,9393,11291,11074,8564,8957,10721,9193,8865,9096,12335,9118,9772,8872,9409,8290,9058,10577,9201,10061,9057,9762,8906,11855,9485,11169,9810,10196,10551,11973,12218,15471,10737,12828,12222,18189,14362,8478,7970,10696,9408,11724,12865,11033,9526,11313,12292,10406,12483,11221,11941,12293,10370,12553,9385.353846,10704.875,11267.93509217485,11641.639878774853,12015.344665374852,11428.951168498852,11802.655955098851,12176.36074169885,11589.96724482285,11963.67203142285,12337.376818022849
108,109,DE,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,412,82,13788,13821,9985,11018,12366,12535,13248,13935,14184,12987,13455,12124,11623,10744,11153,11839,14343,12027,13561,11807,10584,10111,15639,10250,9907,13688,12355,12408,10788,13745,12608,13859,13707,13878,14811,11064,13480,11074,11760,14817,16544,13861,16002,12339,12076,18195,16264,15240,14105,21417,18440,15376,14856,11130,15026,12976,11136,16025,15891,12531,14036,14659,15933,13426,12466,13589,13716,14910,11618,17133,15875,13326,15239,11800,17180,12559,14964,13030,16627,15069,11785,14494,15122,15827,12491,16187,17470,14308,13695,14866,17083,13882,15084,17165,13901,12576,14170,18045,20697,16907,14384,18579,20077,16583,12985,12174,14758,14603,14715,15429,13637,17945,15840,13955,13122,18194,14623,15787,16366,13892,14331,13400.4,15078.01786,15954.811350966693,16328.516137566696,16702.220924166693,16115.827427290695,16489.532213890692,16863.2370004907,16276.843503614693,16650.548290214698,17024.253076814697
109,110,TX,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,6,23,11907,9793,11962,10888,11368,12871,14928,15002,11118,11955,13530,11583,10882,12734,11672,13453,12287,15904,13719,13511,12588,10550,13871,10485,13693,11693,10939,15132,11896,13663,13002,11983,13326,11987,12956,15433,12551,15979,13148,14656,14130,13801,13764,15850,14558,17860,20447,12823,17852,22974,25079,15054,11633,13518,12189,12163,11760,16150,16689,16587,12380,15359,13620,17783,14361,12500,11483,14369,14401,15449,11195,15601,16297,16568,13602,11097,11913,15497,11695,14092,13116,12557,17406,12505,12476,13666,15370,16787,15017,15505,15613,14084,15002,14594,13441,15243,17567,20551,17188,18120,19500,18098,28002,22320,12613,12323,12850,18272,13698,17680,17118,14089,15590,15985,14874,17517,17212,14413,17618,15483,17345,13830.49231,15431.553569999998,16465.461888342827,16839.166674942826,17212.871461542825,16626.477964666825,17000.18275126683,17373.88753786683,16787.49404099083,17161.19882759083,17534.90361419083
110,111,IL,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,105,9,15934,12631,12603,16033,16956,15188,13782,14387,15380,14248,17218,15439,14353,15199,14823,14715,19128,15747,14208,16524,18260,16431,16136,16762,15035,20669,18194,13578,14401,12996,14977,14036,14758,16629,16916,15644,18606,18158,19294,16542,15296,20433,20093,16822,20213,21066,20580,16807,21723,26706,27497,19836,12948,14436,17300,17283,18653,20580,17446,15599,19606,16780,15701,19709,16373,18451,17612,19230,18368,17174,17997,16082,14098,15123,21570,16751,15405,19817,14879,18433,14797,17557,18569,17931,17918,18899,16070,20670,18444,19087,15484,21836,16472,22313,19619,18878,19817,18686,27892,18342,17631,28730,28104,18657,15248,16599,19646,21056,15928,24362,21221,16494,17799,20304,16527,22007,17175,19252,17393,19924,16144,16953.90769,18758.42857,20178.967968322082,20552.67275492208,20926.37754152208,20339.98404464608,20713.688831246087,21087.393617846086,20501.000120970086,20874.704907570085,21248.409694170085
111,112,NM,Standalone,1,24,24,7,220,14,14,24,7,21,21,14,14,220,14,13195,12160,10204,12736,14887,13733,15379,13738,16184,15607,13811,13485,14558,15765,16433,11987,13682,15973,15941,14912,12268,15904,16647,13836,12436,15130,15277,14960,16621,12964,16100,14853,12570,14797,12684,13504,12882,17285,15330,16120,15384,16855,12833,15347,17701,16849,20641,12451,14331,19443,26277,21336,11268,17005,14892,17356,15859,16776,14449,16672,15283,13913,16138,15607,13649,14532,18402,13242,14995,17538,16760,18204,16313,15555,14124,11950,16910,16816,15908,14809,17181,16645,12774,18540,17216,15115,13549,15758,17519,13698,17229,14447,16796,18654,15768,16341,14653,16180,21852,15944,20653,19652,23200,17445,16698,18793,17839,20288,14922,17202,19776,18998,15281,15518,20566,17801,19172,14263,17013,18948,14683,15151.58462,16796.92857,18023.37794200948,18397.08272860948,18770.787515209486,18184.394018333485,18558.098804933485,18931.803591533484,18345.410094657484,18719.114881257483,19092.819667857482
112,113,KY,Standalone,1,24,24,7,241,5,14,24,7,21,21,14,14,241,5,13872,18645,12942,15332,14106,24012,16341,14672,18315,14444,17654,14921,15851,19101,17450,13680,20060,22361,16485,14885,19019,14972,20860,17406,13222,22355,18187,19902,17727,16393,20471,16165,19338,15765,15118,20617,18036,14586,21798,22212,20243,15643,18195,20492,18003,18083,21299,15939,22110,25717,24687,27059,20353,20072,16821,19890,15917,26743,15441,18943,17862,18052,17501,19928,17463,20632,16267,19629,18868,18479,15949,18157,20625,17114,22855,17122,16098,20913,19261,19002,18539,17827,20265,19734,20169,22187,16694,19074,22478,17566,21045,22079,23622,21678,16358,16949,23771,20765,22456,18695,21200,29733,26357,27572,20893,17484,16642,24466,21099,28202,21092,18877,18860,18796,18378,20006,19101,24313,17354,22193,22558,18334.36923,20323.17857,21930.099782264282,22303.80456886428,22677.50935546428,22091.11585858828,22464.82064518828,22838.52543178828,22252.13193491228,22625.836721512285,22999.541508112285
113,114,OH,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,21,1,8493,8939,7818,10511,7831,9922,9392,7257,10337,7160,10584,9609,7378,9105,8109,9275,7725,8690,7141,8858,8566,10350,7681,7661,7428,11177,8583,8492,8351,7104,8007,10617,9507,9281,9390,8618,7431,8907,9305,8917,8764,9348,9401,9750,12036,11301,13089,11499,11592,13593,12398,13327,8725,10580,10557,9406,9601,12905,8768,9747,10845,8306,9835,11188,9757,10532,10296,10968,9873,8965,10866,10395,8128,10522,8339,8811,7435,9563,11200,10255,10567,9578,10428,11543,11935,11832,8975,9983,11394,8994,11147,9702,8649,11548,12629,8886,11113,13742,14108,11590,11798,17388,17671,11811,8062,9710,8001,9867,10367,10222,8649,10842,9606,12056,9873,12219,12430,8566,9780,9003,12773,9474.230769,10628.30357,11189.167416202932,11562.872202802931,11936.57698940293,11350.18349252693,11723.888279126933,12097.593065726933,11511.199568850932,11884.904355450932,12258.609142050931
114,115,OR,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,384,9,8972,10900,9346,11026,9768,13039,10467,11188,10046,8152,8889,8677,9993,11527,11736,11448,12018,11913,10096,8399,8488,9054,11289,10393,9962,12024,10733,11080,11171,9139,11433,12132,9803,9550,9849,11376,9037,8532,9183,9178,9485,11828,10007,10255,12194,11736,15424,12225,11043,18183,15796,12563,11816,8975,8673,12376,12022,15521,10703,11256,10981,10324,12854,10720,9315,11801,12271,11571,13113,10030,9078,11393,10318,11850,9541,10675,12203,9817,11782,8998,11642,11509,13692,10014,11951,10649,11876,10368,12198,10659,12071,12607,12654,9717,11005,10294,13395,12637,18561,11029,13414,17472,17295,14884,12356,10102,9183,12101,10073,16589,11269,14162,11913,13246,12462,15482,12781,14064,9777,13938,11514,10881.24615,12090.10714,12792.30363144306,13166.008418043062,13539.713204643062,12953.319707767061,13327.02449436706,13700.72928096706,13114.33578409106,13488.040570691059,13861.745357291058
115,116,IL,Standalone,1,24,24,7,210,14,12,24,7,21,19,14,12,210,14,6219,7377,5468,5871,6760,9395,7884,8097,6657,7092,7565,6689,7258,7708,7080,6147,7068,8303,7425,8394,7938,8333,6165,8142,6868,6435,6301,6531,6151,7234,8001,6299,8591,7318,8400,6074,7668,7872,8362,7468,9281,8484,8572,7737,7895,9988,10179,9401,8183,10970,11093,8089,8575,8523,6701,9220,7355,10760,8429,7254,6356,8069,8504,8773,7418,7244,7368,7591,8747,7488,8437,8623,6349,7448,7758,6579,8380,7226,6341,7495,6082,8777,8115,7461,6882,7604,8335,7246,6701,8550,9066,9675,9235,8640,9095,6733,9285,10294,12397,9350,9563,11835,11638,11036,7446,7746,8259,7299,7018,8341,9162,9736,9135,7200,6935,9611,8806,8839,9913,7780,8125,7791.030769,8357.5,8674.814484765202,9048.519271365201,9422.224057965204,8835.830561089202,9209.535347689203,9583.240134289203,8996.846637413202,9370.551424013202,9744.2562106132
116,117,AZ,Standalone,1,24,24,7,243,56,14,24,7,21,21,14,14,243,56,12740,16438,15006,19422,14815,19367,18938,17576,15566,14940,16823,14134,17643,17807,18752,18903,14565,17772,13096,17539,18469,18532,13984,17533,14122,19540,18716,15429,19040,17784,19846,13911,16819,18552,15470,18435,18615,16400,16019,19733,14245,14388,18980,19480,17940,23147,22609,17156,16628,20407,27859,21859,15171,19531,14369,20979,19699,17441,19552,15075,16393,20320,16919,15974,20618,14269,21315,16715,20975,19954,18549,17180,16883,18714,15300,16347,16911,19132,20385,17658,19015,14510,19878,16598,17996,22741,15557,15907,22019,18483,17853,16239,15740,23015,21873,15925,17184,24790,26705,18642,18019,23511,25467,22681,19314,20606,16211,21244,20419,24341,22002,22290,20061,22840,21403,19329,17332,16157,20805,19965,19478,17623.53846,19364.85714,20865.10024812856,21238.80503472856,21612.50982132856,21026.11632445256,21399.821111052566,21773.525897652566,21187.132400776565,21560.837187376565,21934.541973976564
117,118,WI,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,123,4,14899,19499,18813,17331,14449,18465,14916,16177,17203,19456,20890,19802,19091,20289,19049,16516,18207,15508,14873,18389,17493,15311,19459,15394,13451,16539,14767,16495,14666,19529,19686,17137,18291,17641,19059,18521,20748,15225,15326,16537,19659,15551,18579,16219,16305,19380,22698,16785,23420,32037,23082,21116,20373,16944,14006,18718,19899,20616,21028,15955,15904,22402,19334,24121,19729,17209,20338,19239,15613,20385,18905,20952,19779,16564,23768,14798,18876,22092,17640,19413,18567,16934,21600,18682,21486,22523,21945,18895,17603,16371,20427,20380,19204,19303,20333,23613,18496,20115,30628,17313,21892,35469,37224,27823,17606,21439,17822,24518,21011,28656,20491,20946,17720,22818,20955,24530,16929,23423,16891,19554,19544,18291.64615,20843.75,22499.0173314985,22872.7221180985,23246.4269046985,22660.0334078225,23033.738194422505,23407.442981022505,22821.049484146504,23194.754270746504,23568.459057346503
118,119,CA,Standalone,1,24,24,7,446,65,14,24,7,21,21,14,14,446,65,8545,8979,11627,12935,10013,15758,10919,10731,11530,12036,13297,13812,11173,9330,9798,10446,9255,14235,11177,10652,13084,9537,13013,11476,11799,12260,10360,10419,9454,11976,9566,12165,11055,11892,10688,12496,12924,11925,13067,10776,10756,14944,12906,11637,15455,14956,18531,10839,11693,16063,20293,18273,11753,12036,10413,11894,9742,16286,12240,14822,13930,13621,10490,12545,10202,10613,15019,10745,10207,13121,12165,12895,14686,14602,14071,11031,10219,11148,11422,13491,10065,12362,12535,11249,14211,13238,15618,10900,13021,12373,11676,13780,14707,15533,13784,11937,13213,13407,17298,12204,14699,16610,22645,17160,10941,12488,12929,15686,12967,17596,13683,15881,13695,11709,15587,16810,14968,16088,13356,11691,12306,12192.307690000001,13536.446430000002,14408.218132483276,14781.922919083276,15155.627705683275,14569.234208807275,14942.938995407274,15316.643782007273,14730.250285131273,15103.955071731276,15477.659858331275
119,120,NV,Standalone,1,24,24,7,89,5,14,24,7,21,21,14,14,89,5,5143,6104,5517,7599,5162,7396,5378,7280,5091,5193,5269,5646,5349,5978,6893,6962,7447,6032,5046,5701,6600,7026,6236,5918,6207,6343,7216,6506,5420,6599,6828,7391,5794,6723,7490,7508,6390,7365,7693,6984,7007,5857,5726,7563,8503,7778,8394,8014,7593,11669,11666,8202,6057,7797,7574,6090,6970,9840,6345,7062,8053,7221,7627,7299,7823,5702,7065,7335,8295,8686,6368,7258,7891,6416,6165,6172,6122,8902,6946,7820,6463,7083,8515,8103,5971,8578,7352,5845,7806,6917,7788,7016,7155,8654,8927,6108,7774,7834,10722,7391,8193,8867,10032,8824,6569,7497,6832,7191,7087,8429,7848,6665,8318,7696,7892,8283,7193,6544,8249,6418,8553,6894.661537999999,7541.517856999999,7771.538539243216,8145.2433258432175,8518.948112443219,7932.554615567218,8306.259402167218,8679.964188767217,8093.5706918912165,8467.275478491218,8840.980265091217
120,121,MI,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,213,97,4805,4327,5296,5804,4518,7872,6184,5635,6313,6575,6426,5696,5671,5623,6134,6036,5280,5462,5412,5791,4532,4804,7015,5069,5544,6098,6046,5363,4957,6449,6736,5655,5522,7202,7150,6819,4986,5855,7187,5015,6163,7216,6391,6945,6826,5922,8720,6692,7447,7328,9909,6472,4787,6714,5926,5609,6134,8680,6808,6744,5817,5338,7465,6461,6685,5650,5383,5208,5928,7171,5582,5339,6895,5895,5730,5270,6017,6344,5357,6273,5367,6041,7205,7198,5675,6112,7341,5154,7644,6081,5449,6839,5503,5803,6171,6736,6288,8773,7612,7432,7326,8536,8517,9185,5350,5209,6562,5730,5763,6574,6239,7726,6108,7964,6901,8078,7696,5751,7294,6398,6022,6185.584615,6489.196429,6410.499791312346,6784.204577912347,7157.9093645123485,6571.515867636348,6945.220654236347,7318.925440836347,6732.531943960346,7106.2367305603475,7479.941517160347
121,122,OH,Standalone,1,24,24,7,119,9,14,24,7,21,21,14,14,119,9,7338,6967,8028,8230,7076,8414,6338,6498,6883,7296,8095,8615,9048,7960,6358,7059,8911,8051,8672,8577,8036,6921,8698,7975,8596,8093,7455,8997,6320,7193,9127,7135,7129,7239,9272,7089,9021,7197,8822,7067,9079,8056,7226,9131,8438,11008,9858,10247,9050,11901,11378,11430,6891,8061,8603,8915,9453,11671,7535,8100,8559,9506,8248,8820,7643,8792,6883,8664,7774,10896,8125,8343,9099,7736,7903,8007,7676,9499,6889,6837,10006,7395,10107,10209,10529,9107,10670,9394,9443,10146,10088,10700,9153,9577,8766,8222,8073,9233,10659,10582,8714,12861,15179,9563,8100,10531,9363,11041,8276,13089,9826,7514,7707,10455,11095,9886,8882,7772,9828,7759,9208,8316.969231000001,9318.410714,9739.576584885586,10113.281371485586,10486.986158085585,9900.592661209585,10274.297447809588,10648.002234409587,10061.608737533586,10435.313524133586,10809.018310733585
122,123,MA,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,173,7,10084,10700,8249,10815,8819,9631,10394,8189,8487,10321,10139,11680,11237,11039,8128,8821,8203,9157,7919,9816,11058,9024,11170,8822,10268,11516,8366,11128,11070,8291,9608,9212,8503,11424,8991,8275,8562,11136,9115,11576,11961,12031,11292,8820,11682,10758,12398,10171,11814,14957,15928,15164,8542,11045,7737,12753,10164,14544,8326,9915,9267,8455,8904,10973,11846,9137,11602,11452,10533,13662,11755,11416,10489,10207,11690,8963,8836,13215,11981,9963,10530,10139,11522,11641,10347,12902,10509,10785,12774,12517,13354,13107,12860,13095,9645,9573,9749,13204,16426,9921,11207,16755,14027,13520,11389,10949,11350,13813,9574,11411,12770,12604,10015,13573,11452,10716,10593,10520,11019,12617,11564,10282.92308,11623.91071,12279.921257611588,12653.626044211587,13027.33083081159,12440.93733393559,12814.64212053559,13188.346907135588,12601.953410259588,12975.658196859591,13349.36298345959
123,124,CA,Strip Mall,0,24,24,7,0,0,0,0,7,21,21,14,14,20,67,16554,12006,15895,16891,14142,19213,14223,17586,15916,12840,13068,18179,17452,16232,13708,14209,16923,17519,15520,14074,12854,17154,17474,16157,12264,15780,13839,17305,18490,12609,17677,15746,13059,19664,15561,18201,19399,14394,13709,14778,14664,19365,14680,15938,18672,19302,18456,18919,19180,24920,24626,19595,14179,17026,15462,20522,15501,17651,17490,18817,18465,19632,17969,17085,17112,20488,17030,18302,15043,22663,17429,19889,18194,13875,16528,17047,18990,18194,14287,17267,16410,19371,20942,18851,18379,20182,20983,15747,15601,21616,22212,16348,17835,16131,19920,21594,16183,21449,21937,22381,19502,29206,31790,25511,15639,16991,16374,21002,17096,27167,18613,21501,19864,20376,18276,21812,20766,16350,16131,15638,21763,16669.10769,19297.60714,20659.21654915806,21032.92133575806,21406.62612235806,20820.23262548206,21193.937412082058,21567.642198682064,20981.248701806056,21354.953488406063,21728.658275006062
124,125,OR,Standalone,1,24,24,7,6,0,14,24,7,21,21,14,14,6,0,15765,18729,15215,16008,17490,18001,17628,17759,14481,17096,16518,15291,13756,16969,18037,14853,16026,19371,19139,18009,18193,18402,19859,16720,14692,16785,17853,13833,13449,15491,17034,13944,16558,20203,16580,18088,20939,16265,16999,21828,20593,20025,14963,15370,17420,20956,28283,21400,22540,24094,22865,20757,18617,14912,15579,21599,18221,25369,19528,19229,19285,16514,18445,22578,21979,20286,16463,20266,19834,16538,17852,16989,17457,16879,21266,20588,19462,24151,21040,18397,19915,17866,17505,20872,16723,23311,22294,17428,15479,22185,21551,20960,20619,18570,17833,18373,19916,19361,25596,20806,20701,25672,26131,29162,18476,16283,19571,20483,18154,28787,22903,17334,17971,21362,20703,20093,21524,23756,20112,20734,23618,18168.87692,20324.30357,21931.683542967134,22305.388329567133,22679.093116167132,22092.699619291132,22466.40440589113,22840.10919249113,22253.71569561513,22627.42048221513,23001.12526881513
125,126,IN,Standalone,1,24,24,7,55,2,14,24,7,21,21,14,14,55,2,8399,6393,7551,7098,6459,9810,8084,8229,8032,9390,8540,9290,9387,9328,7667,9284,9061,7220,8658,6497,8648,8770,7678,7393,6915,8912,9156,7719,7026,8212,7981,6989,8690,7707,8481,9991,8690,8984,10396,9702,8135,8541,10030,7951,9546,10579,11468,9855,9937,10317,12400,8790,7777,7063,7232,10354,6952,12458,8044,7230,7478,9866,10185,9770,10153,10088,8058,8787,9837,10291,8967,7771,8780,9398,9690,8762,9915,11502,8984,8412,7014,8836,9148,9299,8314,10265,8689,10193,7624,9786,9898,8743,8717,9930,11396,11265,10443,12677,10544,10191,11688,14816,17272,10125,9750,7579,7558,10303,9571,11429,8660,10291,10358,8514,10830,8388,11407,8582,10229,11250,8749,8685.046154000001,9813.625,10288.61027847995,10662.315065079949,11036.019851679952,10449.626354803951,10823.33114140395,11197.03592800395,10610.64243112795,10984.347217727953,11358.052004327952
126,127,TX,Standalone,1,24,24,7,58,61,14,24,7,21,21,14,14,58,61,6048,5491,5302,6636,6258,8181,6386,4943,5873,4999,6748,5348,6785,6971,5564,5432,5274,6244,4621,5320,5499,6835,6397,6652,6727,5442,6711,5388,5705,5909,4908,7190,6573,5745,7565,5669,5557,6170,7496,5561,7657,7263,7360,6990,5474,6825,8765,6523,6412,8376,7822,8254,6757,6786,5878,6138,5480,6720,6786,7537,6403,7402,5994,7888,7133,5628,7356,6576,5444,6430,7420,7753,7536,7219,5973,7147,6689,6309,5507,5926,5235,5182,5931,6843,6833,8016,6047,6171,6676,8079,6916,6644,6215,8443,6752,6198,8803,7220,8148,8166,7973,10412,10749,7733,7308,7950,6083,7272,7956,10034,8423,5907,5963,5916,6518,8380,6071,8251,5970,7361,8295,6411.476922999999,7106.357143000001,7285.719480407033,7659.424267007034,8033.1290536070355,7446.735556731035,7820.4403433310345,8194.145129931034,7607.751633055033,7981.456419655035,8355.161206255034
