storeid,state,type,associates_poh_pre,open_time_pre,open_time_post,close_time_pre,close_time_post,hours_open_pre,associates_poh_post,hours_open_post,Predicted avg_post,avg_pre,avg_post,population_within_5,competition_within_5,12_14_2014,12_21_2014,12_28_2014,1_4_2015,1_11_2015,1_18_2015,1_25_2015,2_1_2015,2_8_2015,2_15_2015,2_22_2015,3_1_2015,3_8_2015,3_15_2015,3_22_2015,3_29_2015,4_5_2015,4_12_2015,4_19_2015,4_26_2015,5_3_2015,5_10_2015,5_17_2015,5_24_2015,5_31_2015,6_7_2015,6_14_2015,6_21_2015,6_28_2015,7_5_2015,7_12_2015,7_19_2015,7_26_2015,8_2_2015,8_9_2015,8_16_2015,8_23_2015,8_30_2015,9_6_2015,9_13_2015,9_20_2015,9_27_2015,10_4_2015,10_11_2015,10_18_2015,10_25_2015,11_1_2015,11_8_2015,11_15_2015,11_22_2015,11_29_2015,12_6_2015,12_13_2015,12_20_2015,12_27_2015,1_3_2016,1_10_2016,1_17_2016,1_24_2016,1_31_2016,2_7_2016,2_14_2016,2_21_2016,2_28_2016,3_6_2016,3_13_2016,3_20_2016,3_27_2016,4_3_2016,4_10_2016,4_17_2016,4_24_2016,5_1_2016,5_8_2016,5_15_2016,5_22_2016,5_29_2016,6_5_2016,6_12_2016,6_19_2016,6_26_2016,7_3_2016,7_10_2016,7_17_2016,7_24_2016,7_31_2016,8_7_2016,8_14_2016,8_21_2016,8_28_2016,9_4_2016,9_11_2016,9_18_2016,9_25_2016,10_2_2016,10_9_2016,10_16_2016,10_23_2016,10_30_2016,11_6_2016,11_13_2016,11_20_2016,11_27_2016,12_4_2016,12_11_2016,12_18_2016,12_25_2016,1_1_2017,1_8_2017,1_15_2017,1_22_2017,1_29_2017,2_5_2017,2_12_2017,2_19_2017,2_26_2017,3_5_2017,3_12_2017,3_19_2017,3_26_2017,4_2_2017,change,Desirability
119,CA,Standalone,24,7,7,21,21,14,24,14,250865.74081,195826.1538,247576.4286,446,65,122880,131560,184520,210680,152240,267140,170360,166600,182580,192700,217920,228220,175440,138580,147940,160900,137080,236680,175520,165020,213660,142720,212240,181500,187960,197180,159180,160360,141060,191500,143300,195280,173080,189820,165740,201900,210460,190480,213320,167500,167100,250860,210100,184720,261080,251100,322600,168760,185840,273240,357840,317440,187040,192700,160240,189860,146820,277700,196780,248420,230580,224400,161780,202880,156020,164240,252360,166880,156120,214400,195280,209880,245700,244020,233400,172600,156360,174940,180420,221800,153280,199220,202680,176960,236200,216740,264340,169980,212400,199440,185500,227580,294140,310660,275680,238740,264260,268140,345960,244080,293980,332200,452900,343200,218820,249760,258580,313720,259340,351920,273660,317620,273900,234180,311740,336200,299360,321760,267120,233820,246120,-36860,0.363372044
120,NV,Standalone,24,7,7,21,21,14,24,14,129901.03734,89873.23077,127677.8571,89,5,54840,74060,62320,103960,55220,99900,59540,97580,53800,55840,57360,64900,58960,71540,89840,91220,100920,72620,52900,66000,83980,92500,76700,70340,76120,78840,96300,82100,60380,83960,88540,99800,67860,86440,101780,102140,79780,99280,105840,91660,92120,69120,66500,103240,122040,107540,119860,112260,103840,185360,185300,116020,73120,107920,103460,73780,91380,148780,78880,93220,113040,96400,104520,97960,108440,66020,93280,98680,117880,125700,79340,97140,109800,80300,75280,75420,74420,130020,90900,108380,81240,93640,122280,114040,71400,123540,99020,68880,108100,90320,107740,92300,143100,173080,178540,122160,155480,156680,214440,147820,163860,177340,200640,176480,131380,149940,136640,143820,141740,168580,156960,133300,166360,153920,157840,165660,143860,130880,164980,128360,171060,12580,0.219376482
121,MI,Strip Mall,24,7,7,21,21,14,24,14,115107.2292,75691.69231,106631.4286,213,97,48080,38520,57900,68060,42340,109420,75660,64680,78240,83480,80500,65900,65400,64440,74660,72700,57580,61220,60220,67800,42620,48060,92280,53360,62860,73940,72900,59240,51120,80960,86700,65080,62420,96020,94980,88360,51700,69080,95720,52280,75240,96300,79800,90880,88500,70420,126380,85820,100920,98540,150160,81420,47720,86260,70500,64160,74660,125580,88140,86860,68320,58740,101280,81200,85680,64980,59640,56140,70540,95400,63620,58760,89880,69880,66580,57380,72320,78860,59120,77440,59320,72800,96080,95940,65480,74220,98800,55060,104860,73600,60960,88760,110060,116060,123420,134720,125760,175460,152240,148640,146520,170720,170340,183700,107000,104180,131240,114600,115260,131480,124780,154520,122160,159280,138020,161560,153920,115020,145880,127960,120440,-960,0.204237708
122,OH,Standalone,24,7,7,21,21,14,24,14,163228.43875,118319.3846,163215.7143,119,9,98740,91320,112540,116580,93500,120260,78740,81940,89640,97900,113880,124280,132940,111180,79140,93160,130200,113000,125420,123520,112700,90400,125940,111480,123900,113840,101080,131920,78380,95840,134520,94680,94560,96760,137420,93760,132400,95920,128420,93320,133560,113100,96500,134600,120740,172140,149140,156920,132980,190000,179540,180580,89800,113200,124040,130280,141040,185400,102680,113980,123160,142100,116940,128380,104840,127820,89640,125260,107460,169900,114480,118840,133960,106700,110040,112120,105500,141960,89760,88720,152100,99880,154120,156160,162560,134120,165380,139860,140840,154900,153740,165980,183060,191540,175320,164440,161460,184660,213180,211640,174280,257220,303580,191260,162000,210620,187260,220820,165520,261780,196520,150280,154140,209100,221900,197720,177640,155440,196560,155180,184160,-21760,0.304145648
123,MA,Strip Mall,24,7,7,21,21,14,24,14,207930.99387,157638.4615,209325.7143,173,7,153660,165980,116960,168280,128360,144600,159860,115760,121720,158400,154760,185580,176720,172760,114540,128400,116040,135120,110360,148300,173140,132460,175380,128420,157340,182300,119300,174540,173380,117800,144140,136220,122040,180460,131800,117480,123220,174700,134280,183500,191200,192600,177820,128380,185620,167140,199940,155400,188260,251120,270540,255260,122820,172880,106720,207040,155260,242860,118500,150280,137320,121080,130060,171440,188900,134720,184020,181020,162640,225220,187080,180300,161760,156120,185780,131240,128700,216280,191600,151240,162580,154760,182420,184800,158920,210020,162160,167680,207460,202320,219060,214120,257200,261900,192900,191460,194980,264080,328520,198420,224140,335100,280540,270400,227780,218980,227000,276260,191480,228220,255400,252080,200300,271460,229040,214320,211860,210400,220380,252340,231280,-3960,0.438582555
124,CA,Strip Mall,24,7,7,21,21,14,24,14,347885.3674,285362.1538,362799.6429,20,67,283060,192100,269880,289800,234820,336240,236440,303700,270300,208780,213340,315560,301020,276620,226140,236160,290440,302360,262380,233460,209060,295060,301460,275120,197260,267580,228760,298080,321780,204160,305520,266900,213160,345260,263200,316000,339960,239860,226160,247540,245260,339280,245580,270740,325420,338020,321100,330360,335580,450380,444500,343880,235560,292500,261220,362420,262000,305000,301780,328320,321280,344620,311360,293680,294220,361740,292580,318020,252840,405240,300560,349760,315860,229480,282540,292920,331780,315860,237720,297320,280180,339400,370820,329000,319560,355620,371640,266920,264000,384300,396220,278940,356700,322620,398400,431880,323660,428980,438740,447620,390040,584120,635800,510220,312780,339820,327480,420040,341920,543340,372260,430020,397280,407520,365520,436240,415320,327000,322620,312760,435260,-24400,0.680941493
125,OR,Standalone,24,7,7,21,21,14,24,14,385048.21247,315357.5385,383333.5714,6,0,267280,326560,256280,272140,301780,312000,304540,307160,241600,293900,282340,257800,227100,291360,312720,249040,272500,339400,334760,312160,315840,320020,349160,286380,245820,287680,309040,228640,220960,261800,292660,230860,283140,356040,283580,313740,370760,277280,291960,388540,363840,352480,251240,259380,300380,371100,517640,379980,402780,433860,409280,367120,324320,250220,263560,383960,316400,459360,342540,336560,337680,282260,320880,403540,391560,357700,281240,357300,348660,282740,309020,291760,301120,289560,377300,363740,341220,435000,372780,319920,350280,309300,302080,369420,286440,418200,397860,300540,261560,395680,383000,371180,412380,371400,356660,367460,398320,387220,511920,416120,414020,513440,522620,583240,369520,325660,391420,409660,363080,575740,458060,346680,359420,427240,414060,401860,430480,475120,402240,414680,472360,64260,0.716734963
126,IN,Standalone,24,7,7,21,21,14,24,14,171739.24222,125680.9231,173120,55,2,119960,79840,103000,93940,81160,148180,113660,116560,112620,139780,122780,137780,139720,138540,105320,137660,133200,96380,125140,81920,124940,127380,105540,99840,90280,130220,135100,106360,92500,116220,111600,91760,125780,106120,121600,151800,125780,131660,159900,146020,114680,122800,152580,111000,142900,163560,181340,149080,150720,158320,199980,127780,107520,93240,96620,159060,91020,201140,112860,96580,101540,149300,155680,147380,155040,153740,113140,127720,148720,157800,131320,107400,127580,139940,145780,127220,150280,182020,131660,120220,92260,128700,134940,137960,118260,157280,125760,155840,104460,147700,149940,126840,174340,198600,227920,225300,208860,253540,210880,203820,233760,296320,345440,202500,195000,151580,151160,206060,191420,228580,173200,205820,207160,170280,216600,167760,228140,171640,204580,225000,174980,-1180,0.363284997
127,TX,Standalone,24,7,7,21,21,14,24,14,118847.10363,80209.53846,118974.6429,58,61,72940,61800,58020,84700,77140,115600,79700,50840,69440,51960,86940,58940,87680,91400,63260,60620,57460,76860,44400,58380,61960,88680,79920,85020,86520,60820,86200,59740,66080,70160,50140,95780,83440,66880,103280,65360,63120,75380,101900,63200,105120,97240,99180,91780,61460,88480,127280,82440,80220,119500,108420,117060,87120,87700,69540,74740,61580,86380,87700,102720,80040,100020,71860,109740,94640,64540,99100,83500,60860,80580,100380,107040,102700,96360,71440,94920,85760,78160,62120,70500,56680,55620,70600,88840,88640,112300,72920,75400,85500,113560,90300,84860,124300,168860,135040,123960,176060,144400,162960,163320,159460,208240,214980,154660,146160,159000,121660,145440,159120,200680,168460,118140,119260,118320,130360,167600,121420,165020,119400,147220,165900,3720,0.261763995
128,WA,Standalone,24,7,7,21,19,14,28,12,253090.35635,209492.9231,255976.7857,274,91,155300,157840,152340,202420,154980,194420,177980,165880,173440,171680,200460,209560,211100,196020,196480,231240,195800,243560,162960,237800,152840,189600,173620,157860,220480,180700,176720,220520,237600,229860,183700,214700,242660,237220,182880,177820,215820,168880,218800,192080,250720,211720,209660,257160,207840,243940,345980,184440,259700,359580,302560,218620,169160,208680,170880,181440,199480,309700,213200,266640,203180,189940,225840,187720,273640,265140,253180,180100,218080,255100,205740,172740,181160,215940,264260,203380,220360,247260,258320,223840,228560,177680,225380,202480,185040,248220,199600,273960,219720,271140,206340,194120,296800,245820,244500,243140,333040,301340,400320,327580,303240,325440,340900,315420,273980,245300,296000,290540,257440,299320,234880,250700,239940,314660,327420,249740,319000,297880,243220,258800,261500,-15080,0.490929519
129,NY,Standalone,24,7,7,21,21,14,24,14,378445.02438,309330.4615,374119.2857,251,6,238500,294080,249180,225860,320540,425980,230880,333120,216660,342820,343540,237120,230480,349020,225220,250960,225340,290220,251340,302980,275900,218320,325760,228800,231260,337340,262540,227880,280480,331180,274580,330160,318840,361260,365020,261740,247980,357660,276920,294040,346480,355800,288440,334100,300940,364120,379760,299880,393260,464960,476820,386960,278740,338340,340360,316320,257980,458200,279140,340840,361540,377260,331720,365300,277720,264140,318160,386980,317520,416280,317300,365560,250480,275320,398440,237260,229740,341360,323440,308320,313240,364760,355980,343780,308660,399580,347620,310320,352260,317700,426120,427640,349220,387660,436860,378260,475820,438920,477180,395720,431040,619540,520420,475280,367240,437460,296260,332200,443740,401600,444000,441900,333900,473180,331920,392940,425820,387580,329580,368220,339260,118540,0.857843581
130,LA,Strip Mall,24,7,7,21,21,14,24,14,192535.15623,144151.6923,191930.7143,158,13,83240,131760,138080,131940,95460,209080,149480,146400,160740,155760,122180,143540,155460,99780,130320,96400,110960,132620,154660,109720,103240,140000,133200,104920,104480,129220,148840,105860,132280,113780,147360,114740,157420,121020,136940,135200,162800,155080,136200,111460,124000,162440,179940,135000,185400,171940,234400,153220,198720,178180,287640,168420,131380,114200,131380,136320,169340,209800,124060,166780,148580,185160,126720,171800,123420,167040,154400,182360,125120,152380,128420,161800,157080,115000,171840,156960,141400,130740,145840,152160,120960,176820,130680,147360,145600,177440,136260,189900,144040,177100,190320,126440,201720,177340,194860,236060,254200,194560,234760,177320,258940,312660,338800,297000,165740,184120,223460,243900,220160,284100,193320,226340,174640,242180,202060,274620,215400,235440,182400,248080,248480,-55680,0.279691673
131,MO,Standalone,24,7,7,21,21,14,24,14,317809.39228,254460.6154,317924.6429,67,3,190320,190680,240320,294640,193260,236440,238920,283020,279420,204540,275100,195540,277940,182800,238100,191600,187480,220040,230600,199980,179860,197280,254400,217960,186600,300940,269460,179860,196940,179600,297920,226360,233640,224380,224420,246580,266360,265840,214000,317800,263980,319820,292100,283360,269780,355480,406080,243440,239560,329260,327180,377340,263980,279700,266140,318820,296740,282360,243540,288460,226800,275080,301500,336160,222340,264740,245140,295340,255920,278760,246680,323500,199040,200980,228860,229360,269820,249380,307200,279260,233880,211840,222820,326560,266420,292780,249780,273400,286700,237700,309900,315080,307460,315520,381540,367260,343540,379100,441400,400600,334000,562920,612180,442320,356200,369680,322440,354620,348540,416340,342940,297480,365260,291360,418440,362860,327620,313720,366740,274640,286220,-95140,0.461045323
132,AR,Standalone,24,7,7,21,19,14,28,12,364917.65111,311644,362613.2143,157,5,296640,241560,212220,303920,289640,423980,278320,330160,293340,319640,348040,298240,312440,308140,332340,231440,335920,274580,326040,244740,283020,335480,261400,225360,322220,284960,318420,232420,256700,223160,323900,368120,342440,352840,338920,370980,357540,327660,270480,255360,277320,376660,294420,347060,343400,358220,479320,257280,314820,480620,413380,382420,227840,246180,242880,273160,300080,381840,249820,375900,293680,296420,384140,304720,302560,378020,333100,362120,377140,290180,273660,326580,268680,317240,263660,260760,231780,366220,241680,299440,289560,357760,345280,382480,365180,289900,407620,290120,295040,306860,357420,333720,326460,318940,382680,344220,468220,451640,447580,441040,489040,541960,497500,384740,367460,384160,426120,450280,422000,411140,319520,418500,406360,440200,371580,427520,375100,379600,329120,319740,352720,-4300,0.757688623
133,CA,Standalone,24,7,7,21,21,14,24,14,119852.55563,80848.92308,121425,73,2,46800,54680,51280,54860,59360,121240,91440,89560,90560,81060,62120,78120,66840,48860,67400,90640,90160,64100,65100,63240,85600,55440,64120,81200,51200,96020,87940,83440,83080,89180,61160,54660,57280,83380,85720,94860,68340,61140,76240,79240,88960,91780,80160,106940,66480,88180,153180,84860,104320,168320,143400,119240,68480,56680,59620,110980,74620,88540,57720,105800,59340,68240,76000,110940,85740,69380,67780,96160,78500,89740,60100,111780,102920,63880,92900,53120,89680,96840,105160,61380,69640,104060,93900,80980,61940,78640,107680,64100,77300,73820,115740,82680,168540,144540,118760,132720,130640,176120,161320,173960,178640,219980,259720,187420,124940,137400,106820,176340,137960,152540,163640,152960,122320,123540,151800,177240,119720,167620,172700,158320,151780,-17980,0.171002498
134,CA,Strip Mall,24,7,7,21,21,14,24,14,422332.53941,356281.5385,422595,317,22,267200,263880,248120,351120,295820,477920,296600,325960,299960,317740,378960,301320,361980,287000,258660,347800,392640,353660,248280,375060,361720,275980,366300,315420,344140,293780,387300,271540,333760,291600,400020,278160,387680,337180,397460,368860,354500,311740,423820,434640,375420,279580,438400,295200,365020,333340,418440,352660,380180,451360,674480,504580,333780,408340,344720,321980,408460,471460,437660,373340,416240,313660,346020,391880,336820,305480,311140,326680,348600,347920,402240,389920,324720,315180,371640,321180,404440,315900,403700,412580,312780,289340,438080,412700,302000,464600,408060,341660,408380,302200,379720,472500,428360,480800,505980,480820,496760,535780,578900,489420,565100,562080,597960,557900,387120,341380,381280,522660,505520,595260,491860,458200,418060,362140,473620,427260,525740,361220,490340,364080,446380,-74980,0.706126802
135,MD,Standalone,24,7,7,21,21,14,24,14,161899.18841,117521.5385,162305,80,41,69300,81120,90340,105200,98760,166780,106580,126720,74980,122220,85720,109000,107540,113180,105940,132920,111540,103280,113680,118600,85900,131320,110700,117300,92420,93140,120380,122560,112780,103780,88420,129280,86180,140740,110940,100140,116820,81220,90640,98440,92820,127360,91540,138820,127440,146920,187100,117820,139180,236440,160240,195120,128760,125660,105100,89640,121360,189940,97040,121680,109380,108400,154800,147100,102740,149060,122840,140020,132640,141020,89000,106260,127260,90320,114640,137980,118100,167200,109800,147720,127500,142680,145840,117140,102920,102980,132780,137180,93500,119060,143780,110660,151320,184340,199460,157120,189440,173200,202560,198020,227100,299280,249540,252420,199840,139900,165140,199640,140880,250780,195060,189720,186240,153220,219520,234460,174760,213880,205600,206140,160620,5640,0.308445259
136,SC,Standalone,24,7,7,21,19,14,28,12,349866.45181,296911.6923,347932.1429,87,4,190020,221000,233760,314920,237560,381880,285280,225040,259620,309480,219260,300760,241980,248600,326480,336740,272660,250060,219420,307480,228440,299380,354040,238960,246900,280180,250400,256700,320320,335920,323080,233480,340300,233000,353520,305660,229420,278320,234060,369680,337600,251040,292560,283680,335540,282920,408900,245940,370040,496760,533840,431680,291880,227940,222420,360540,303800,330940,335540,255140,269180,360500,358160,277660,341300,244040,275040,343260,349100,354440,259400,242880,296720,345460,368780,209160,269280,316960,308620,290060,295060,347260,323020,309360,315860,268140,328520,305800,325000,291400,373660,351880,333700,301800,366520,292740,313980,447100,404480,420200,406440,491380,539520,487400,289480,376980,345860,300420,414000,498100,418820,352760,340400,321900,390420,426640,332220,366900,425840,369680,400360,6620,0.613592223
