storeid,12_14_2014,12_21_2014,12_28_2014,1_4_2015,1_11_2015,1_18_2015,1_25_2015,2_1_2015,2_8_2015,2_15_2015,2_22_2015,3_1_2015,3_8_2015,3_15_2015,3_22_2015,3_29_2015,4_5_2015,4_12_2015,4_19_2015,4_26_2015,5_3_2015,5_10_2015,5_17_2015,5_24_2015,5_31_2015,6_7_2015,6_14_2015,6_21_2015,6_28_2015,7_5_2015,7_12_2015,7_19_2015,7_26_2015,8_2_2015,8_9_2015,8_16_2015,8_23_2015,8_30_2015,9_6_2015,9_13_2015,9_20_2015,9_27_2015,10_4_2015,10_11_2015,10_18_2015,10_25_2015,11_1_2015,11_8_2015,11_15_2015,11_22_2015,11_29_2015,12_6_2015,12_13_2015,12_20_2015,12_27_2015,1_3_2016,1_10_2016,1_17_2016,1_24_2016,1_31_2016,2_7_2016,2_14_2016,2_21_2016,2_28_2016,3_6_2016,3_13_2016,3_20_2016,3_27_2016,4_3_2016,4_10_2016,4_17_2016,4_24_2016,5_1_2016,5_8_2016,5_15_2016,5_22_2016,5_29_2016,6_5_2016,6_12_2016,6_19_2016,6_26_2016,7_3_2016,7_10_2016,7_17_2016,7_24_2016,7_31_2016,8_7_2016,8_14_2016,8_21_2016,8_28_2016,9_4_2016,9_11_2016,9_18_2016,9_25_2016,10_2_2016,10_9_2016,10_16_2016,10_23_2016,10_30_2016,11_6_2016,11_13_2016,11_20_2016,11_27_2016,12_4_2016,12_11_2016,12_18_2016,12_25_2016,1_1_2017,1_8_2017,1_15_2017,1_22_2017,1_29_2017,2_5_2017,2_12_2017,2_19_2017,2_26_2017,3_5_2017,3_12_2017,3_19_2017,3_26_2017,4_2_2017,avg_pre,avg_post
91,257260,334840,327160,377820,347520,466680,328340,276720,296460,282040,357900,404700,361780,296120,393760,377760,376040,361240,300900,319180,277720,321360,351880,343980,324280,384680,320000,351760,327520,296720,316640,401820,357320,397020,403620,331020,350660,287840,357720,386600,406480,418440,383020,435600,333720,440880,498680,401500,418400,616560,600880,437160,335620,294640,272140,386880,323080,534480,295420,396140,427480,350920,319260,447380,359680,374700,380080,391940,371260,439980,333680,382160,383420,394300,365060,398780,309580,346160,317460,391200,327420,339680,324540,352620,310620,444380,358920,400700,431500,463800,479740,393020,365900,359600,464920,420240,479200,391720,579000,370340,389740,521720,658960,415480,373000,325480,374800,415380,447280,446960,456780,387860,462140,334360,434120,350280,459180,355580,354700,469900,334280,340576,360920
92,162320,174820,172380,206100,212180,207600,173580,221460,188400,217780,193500,207020,170160,232640,200640,235300,218120,256740,234960,189240,216480,177360,251380,169640,170480,256440,176500,234020,220580,188940,220300,200860,247360,260440,213620,250080,178260,240980,187260,203660,198880,246420,270320,237060,193040,223120,310680,233260,230660,324600,411520,259640,224040,218340,169340,208620,181760,292860,269440,190840,207440,222440,267680,216280,273420,275140,205140,220660,266040,218000,248760,251520,245120,245960,205440,189260,230120,230580,236420,204760,261840,252100,256420,249660,268940,205880,251200,211280,281680,270880,281260,263340,244760,297700,252720,253320,250280,312400,358100,251300,232380,359760,402360,358500,222340,272780,247520,284800,252740,267600,213020,254620,211960,288700,293260,225180,253580,267660,293640,238240,219520,195372,221675
93,137700,154720,167160,173940,186060,190000,197160,189300,137000,164800,160600,157640,169560,166540,192740,180920,164220,222740,133240,201740,189400,138780,155940,178340,145820,180960,195620,199580,138080,166320,166660,182980,156980,181820,216680,188080,200220,196280,147680,218940,183040,192180,149720,219280,203240,178540,214920,213860,187520,256460,333100,250600,164580,177600,138100,220960,171800,220660,214500,155880,156860,206340,213620,194220,187880,216900,200180,168680,150640,216960,215300,166480,209700,145580,173440,206120,195640,172700,172000,218440,210380,174060,222120,221280,156660,161260,230380,162580,160400,160520,163420,221900,184600,206760,200320,204520,230740,184540,273780,169580,264960,312360,317600,228160,168220,157040,160160,184380,165920,264540,231560,221340,227760,176060,197060,192080,209680,185260,240460,233500,211100,157920,176105
94,112720,133520,147320,143460,164340,186220,122820,167940,135840,175060,157060,189940,143580,125300,121760,139360,142940,200000,170300,136480,156780,127620,148220,132300,143340,148500,132120,121700,145160,126660,152520,140240,127600,141900,155640,151340,147060,163200,179520,170660,135060,175380,140000,193700,180840,209340,209120,184440,150820,237760,226060,219920,156980,184320,144860,152980,148320,184720,183860,149640,178120,159680,200820,208680,187240,153100,185760,192560,149360,158300,155380,135180,189980,189600,160460,175260,135740,175020,146800,176020,193940,152680,156140,191960,181440,185800,189800,191920,181160,199540,186500,149840,172600,188700,190740,201000,185500,213280,222400,185620,173680,264620,320660,239140,184220,145700,180940,158460,142180,191300,182600,214540,147000,167720,193960,155700,206980,171480,209420,149720,149600,160296,132340
95,300040,308840,358840,347820,402960,468520,408560,440740,335460,389440,390560,447560,307160,320760,446480,400520,397580,412920,348820,404020,316340,318280,357760,312140,396020,447100,410060,298900,403080,363680,308500,376960,427840,368620,396880,376580,358860,361400,349500,376060,480480,470880,463640,388240,357580,386300,604580,380900,369480,585620,589120,418500,371640,363020,429580,458100,447780,541580,415640,486080,398780,399240,340560,443100,368620,352880,339560,434100,437580,443100,340540,481280,377820,445420,400800,430500,447480,410880,433340,411000,336560,437400,350700,460600,432460,436760,491120,397800,401700,370540,498560,472500,364660,479520,374320,491300,508760,406520,608580,366580,587480,534680,698940,514940,363240,421940,399220,437480,508960,507380,440180,502160,358840,495800,484920,445800,504960,500960,450640,500900,489740,374036,391335
96,258860,325900,265900,373720,318120,424520,311720,295260,252480,362880,281000,262760,327220,326160,300240,330600,315300,321040,300100,319580,342180,280560,348360,279520,235340,397740,294660,276340,253280,359800,310860,342920,321360,368000,340260,366640,334980,320780,270560,282720,289860,359100,269220,403640,281460,339380,421180,347720,434680,428940,498160,405160,365660,329620,328620,343820,308740,338200,378500,355320,380740,381060,380000,307960,311640,401720,321980,406920,305640,372300,305460,324720,389020,306800,300840,332480,276580,422140,286980,314260,373800,393140,410080,281400,356440,343940,354720,325260,388180,401500,395940,395480,309960,418920,299300,421780,326420,335220,558220,424380,377720,530320,539660,441080,337060,301260,315400,406540,326160,508660,301360,401560,413600,366620,428100,328980,304680,440020,343860,405700,380920,297268,318075
97,290680,263980,248560,265800,296820,335980,361700,270280,315680,305160,390440,305980,290560,254200,372640,331000,368380,359740,259060,351100,278300,338120,296320,265000,327280,410820,296440,348560,339920,272880,332140,386680,315200,387860,384440,312420,295820,318980,323180,332240,375220,361660,325360,351860,289960,389440,371160,304040,317260,481620,488020,451240,328920,314940,263540,340180,343280,391700,302360,380420,288320,365020,304380,371080,285700,366440,358480,417960,348120,437040,332260,382560,398360,302860,427020,336100,335760,443180,409000,281840,321260,302820,373900,315800,398020,361920,449600,305980,327480,340600,410780,391320,349900,415840,436920,453460,397120,448560,419280,452920,460700,518240,482780,462160,367960,366120,390120,367620,381940,534920,341520,442540,344880,351720,319560,475660,403900,425220,451580,375620,325500,321564,331555
98,185840,164720,154980,165180,182140,204560,157320,168860,152160,152220,196340,173980,178800,190340,190780,181380,208740,234760,183620,226240,213440,222660,214140,208420,179920,227340,191780,181580,154660,224920,171980,209460,205240,196400,176280,208820,181420,221340,190180,234960,235560,212800,221000,223080,189140,192180,272580,185680,259300,293180,366920,215540,170880,229860,204640,224420,232360,212960,176560,188840,187540,168640,257960,263660,196800,236280,168160,231820,185540,218980,206920,203520,194140,206180,258220,208720,164060,182980,210600,234060,216700,204780,179580,202980,206280,218180,216240,243300,208420,223840,203600,252940,182800,234120,189060,247360,262480,280460,290300,188000,221900,311760,337260,313760,212900,198740,230700,190280,224300,223280,230140,257300,215040,230080,239420,245480,264180,251800,242240,240080,187720,170700,192810
99,191960,188740,170420,227340,212420,268080,190660,232540,199520,161880,179340,186520,201820,215920,215180,214360,230860,208780,204720,164500,178860,213240,206560,157780,178860,186240,194240,219940,175580,202760,239500,181780,229100,244500,186020,191040,208380,189680,194200,174960,180700,236700,206040,174760,199300,260220,251880,225940,225440,361140,375440,246380,177020,211400,219020,242820,173900,215060,255880,231480,250700,207380,217040,269240,188060,211240,224040,213540,260480,228480,236900,214800,224620,228460,251940,168540,171820,226940,189540,253520,247220,249760,204880,194140,244840,210400,280260,190260,207280,223500,203460,204080,255380,237560,237920,258100,248860,240760,337520,249160,279220,397260,378900,281500,221700,229800,182940,238940,261000,244160,267960,200920,258700,260680,288660,277580,266080,247120,220620,228560,244200,185816,219080
100,146140,153820,136460,140340,167540,219920,168040,181160,193060,186040,179960,151900,197860,141920,196200,168600,150520,192780,170580,147520,136620,147140,157100,152300,164560,188780,185260,150000,184620,189340,142440,142180,143760,146560,153020,153460,165480,190020,207480,163500,192780,171320,201480,190360,169120,239180,257500,160940,178780,279580,305380,203100,172140,184900,190920,173280,144520,237360,217380,218040,190620,167580,164080,199300,170080,162360,192760,188100,161380,174600,147460,150560,197000,147720,164780,158460,189180,241160,201300,164340,168100,215620,176960,194720,203840,224580,183880,224120,159440,193360,161160,225780,207520,210660,204980,175080,197400,216700,236300,201460,200140,264080,352480,273180,207460,181700,178720,242480,182660,215740,230160,228600,174260,224380,213240,258580,235620,190100,190500,178180,190740,181764,164310
101,294620,339560,249260,381360,309100,441860,332660,274140,289700,277340,320900,347280,286060,390320,318580,322300,304400,352780,258980,320600,332040,352840,322300,314580,344260,383900,319020,370320,275720,335860,285500,331520,326020,408400,308940,333860,410960,311520,377960,401700,376900,317780,342040,291340,399540,436000,439640,426020,426780,468600,603040,439440,325060,384040,380080,430260,374920,384080,349300,415320,340260,350340,394540,337340,358280,374180,413480,303720,296740,416680,328300,409960,356060,273800,399960,345400,321720,341200,370020,340880,297380,336780,351540,358120,361440,437300,412880,312940,290600,410340,406060,421420,305260,397180,365020,424120,381020,383900,507180,371560,442240,557080,580000,500780,355440,354820,346260,422440,381280,491880,421620,434880,372300,374360,317380,427500,431360,352940,448300,410040,362380,304256,333900
102,223660,256160,176880,200700,198840,227800,195900,191900,251760,247260,246100,294620,252580,237100,243260,208520,254380,295940,228120,256780,223180,240640,225000,214640,206100,227620,195180,216780,255160,213520,206720,250720,213980,249340,235380,210560,258860,211500,251780,296320,277040,271220,243960,217320,283800,257980,338020,268200,294900,433580,424280,277280,269760,270620,243900,262680,255140,324540,211060,231060,226020,215900,217260,299920,233460,288780,276460,229340,228300,288520,255620,235600,200720,285000,210360,227860,260160,283780,216640,285660,285840,270080,263320,210380,300040,217380,242540,271740,205200,304180,290180,253720,308400,308700,253720,313360,287240,324500,366340,250400,356540,445500,416180,340400,272100,203080,210220,227820,275960,376140,249000,215960,277740,264320,313140,245040,313520,282180,317840,262240,259080,258464,235815
103,198280,146200,199220,205800,208900,265340,203100,213380,219000,148880,156380,236820,151960,191780,184280,151300,216640,233840,216840,184940,180160,151880,227060,177540,167280,209280,215840,181960,176880,188420,224940,188920,186380,195900,184100,176720,210160,160120,239820,206960,212960,182380,219460,204080,219840,227460,235880,212180,223420,336360,281660,285860,220220,157500,167160,176240,219860,214380,169600,194380,222620,200800,174320,205120,184560,194000,216240,235680,182600,217020,205500,230780,195100,157400,206700,221960,206460,190060,175960,226540,186580,179480,202040,203080,194540,194980,210680,242740,237180,185820,190940,177940,224900,245540,248720,245500,252060,207540,281340,235700,285520,259460,389760,219000,217140,233880,163540,240560,241280,299220,197020,258760,183840,241360,245620,219300,179160,233360,176860,179840,241800,182608,186000
104,232900,330860,307620,355320,243500,395240,295380,253180,355400,316220,361700,300120,373460,254340,354180,257240,257100,332820,266420,381840,342900,340160,398620,318960,333740,321700,364820,313060,312720,271600,350500,330780,349940,376060,319620,312480,296640,336140,303880,360260,309460,351160,409500,317700,353420,409080,489280,309020,412880,455220,437700,396120,303020,310500,269240,349180,338300,384320,355980,300440,410920,291420,362420,351440,316180,346660,366460,375960,349900,365220,353580,276420,326420,261620,338060,302300,358840,302140,327400,262780,384540,295720,292080,378980,356600,360080,294940,370960,283040,306200,362220,378600,310320,331560,398660,330280,388680,363420,494320,319200,401380,488640,507960,385900,286000,297880,343000,418000,319280,349220,419300,407620,395540,411660,429360,322800,425080,299920,331300,418340,373000,341380,280715
105,116140,113980,111060,150660,124580,209020,146520,155780,156860,136300,170700,144520,129720,149720,130260,159720,131600,194980,118040,177900,165300,117840,137120,112520,167840,174260,117340,171460,171840,165760,153420,169380,148780,153040,145660,127260,165940,147120,133200,175740,158460,145820,181700,171740,151340,202640,176420,134700,195680,201960,219860,231560,140520,174760,134120,179900,175460,169460,161180,163960,144500,136200,170960,149060,187800,190560,146040,157160,195040,184820,166040,158080,163760,131520,199620,167120,137140,198280,171060,153180,188860,131620,186800,167780,184660,183360,164740,192260,195660,159340,182040,204300,205160,186980,143560,198900,164200,234840,249020,178300,224640,233800,248700,226140,136120,190220,150960,172360,176780,205620,157120,209020,177440,174500,213100,218140,210160,146380,211420,170620,157060,147620,142825
106,227880,207600,185880,233940,175920,300820,221540,243480,190960,187520,233320,220260,250440,227540,225000,216440,262020,234380,237520,214600,205300,181760,197660,227580,228420,197180,185800,233120,240260,254900,219560,214880,274040,205280,245380,248780,243700,249120,210940,269100,195460,210020,200380,212480,294220,251680,369700,230340,293760,290260,292000,330320,238360,219620,193540,222740,206340,323820,222840,244480,216760,273800,274660,303020,282440,232860,291340,196640,224100,229600,237440,279100,271560,234520,267180,234640,273000,255520,262480,217660,281700,252480,201620,288600,237760,223380,296880,231660,223700,247840,214540,242380,273540,279900,230880,240740,252040,274820,310320,287680,259400,326800,326320,382260,269000,254740,246760,310260,253480,380420,224720,246840,242560,299660,329420,302920,310040,246040,255580,276400,301740,216500,232750
107,214000,279220,211440,255720,269100,368400,268000,322440,295360,246460,288780,276860,309720,252400,327700,310100,223580,276040,232660,297340,270000,301160,271260,256560,260820,250040,251080,244080,266540,235180,315000,237280,247840,339940,273620,294000,307080,308840,311380,282140,313420,284060,288720,265340,316980,379940,398000,255400,333120,474800,420940,356700,286660,272160,303480,323900,304280,367580,266720,265800,345380,248900,276140,339720,289140,337840,314220,257140,307720,329240,327240,296860,278060,341880,374280,310040,267520,277340,292540,269620,330280,279520,334600,274200,269680,295740,375520,331340,314740,332420,327800,372280,321500,390140,334280,394940,339900,341460,440720,366000,370060,551200,507120,467320,244860,273980,251340,373340,313840,473780,357420,396160,298800,328900,314040,402880,323240,336480,345920,353820,346380,283436,278445
108,182220,140800,150040,169220,185800,176260,171520,192540,176380,183220,171680,163640,201000,164240,142720,179780,159800,160260,180320,146180,175780,160540,147700,146780,149380,212120,172180,199580,178240,193480,194100,192320,203980,178380,216380,165120,177380,164700,214180,165740,210900,196180,159860,161640,227460,243500,238120,191460,185240,289540,331320,271460,144840,192180,151300,175240,207760,252700,201700,205180,184460,179920,202240,202280,188800,230340,190280,184640,187860,225820,221480,171280,179140,214420,183860,177300,181920,246700,182360,195440,177440,188180,165800,181160,211540,184020,201220,181140,195240,178120,237100,189700,223380,196200,203920,211020,239460,244360,309420,214740,256560,244440,363780,287240,169560,159400,213920,188160,234480,257300,220660,190520,226260,245840,208120,249660,224420,238820,245860,207400,251060,179184,161635
